event_id,customer_id,event_type,amount,status,timestamp,decline_code,attempt_number,fraud_score,retry_cooldown_hours,ptp_date
EVT_1193,CUST_132,CART_ABANDON,2192,DROPPED,2024-08-02 17:20:00,HIGH_SHIPPING_COST,3,0.21,2,
EVT_1194,CUST_132,CART_ABANDON,631,DROPPED,2025-01-03 15:05:00,INSUFFICIENT_FUNDS,3,0.25,24,
EVT_1195,CUST_133,SUBSCRIPTION_FAIL,3316,FAILED,2024-12-16 21:30:00,NETWORK_TIMEOUT,1,0.06,2,2024-12-18
EVT_1196,CUST_133,CART_ABANDON,3244,DROPPED,2024-09-05 21:00:00,CARD_EXPIRED,3,0.25,48,
EVT_1197,CUST_134,UPI_PAYMENT_FAIL,2422,FAILED,2024-12-21 05:30:00,CARD_EXPIRED,2,0.02,48,
EVT_1198,CUST_134,SUBSCRIPTION_FAIL,2632,FAILED,2024-10-17 12:35:00,HIGH_SHIPPING_COST,1,0.27,2,2024-10-20
EVT_1199,CUST_135,UPI_PAYMENT_FAIL,3982,FAILED,2024-12-27 15:50:00,NETWORK_TIMEOUT,2,0.03,2,
EVT_1200,CUST_135,UPI_PAYMENT_FAIL,802,FAILED,2024-11-08 21:25:00,HIGH_SHIPPING_COST,2,0.24,2,
EVT_1201,CUST_136,CART_ABANDON,3538,DROPPED,2024-12-11 21:10:00,HIGH_SHIPPING_COST,3,0.06,2,
EVT_1202,CUST_136,CART_ABANDON,3199,DROPPED,2025-01-03 09:35:00,NETWORK_TIMEOUT,1,0.3,2,
EVT_1203,CUST_137,CART_ABANDON,762,DROPPED,2024-12-20 19:20:00,HIGH_SHIPPING_COST,1,0.3,2,
EVT_1204,CUST_138,UPI_PAYMENT_FAIL,3409,FAILED,2024-10-05 11:05:00,CARD_EXPIRED,2,0.19,48,
EVT_1205,CUST_139,CART_ABANDON,218,DROPPED,2025-01-01 12:10:00,INSUFFICIENT_FUNDS,3,0.25,24,
EVT_1206,CUST_140,UPI_PAYMENT_FAIL,903,FAILED,2025-01-08 01:50:00,HIGH_SHIPPING_COST,2,0.07,2,
EVT_1207,CUST_141,UPI_PAYMENT_FAIL,4988,FAILED,2024-11-30 06:25:00,INSUFFICIENT_FUNDS,1,0.15,24,
EVT_1208,CUST_141,UPI_PAYMENT_FAIL,1280,FAILED,2024-12-03 19:35:00,CARD_EXPIRED,2,0.17,48,
EVT_1209,CUST_142,UPI_PAYMENT_FAIL,829,FAILED,2024-09-23 17:30:00,NETWORK_TIMEOUT,1,0.15,2,
EVT_1210,CUST_142,CART_ABANDON,1766,DROPPED,2024-08-17 07:00:00,INSUFFICIENT_FUNDS,2,0.13,24,
EVT_1211,CUST_143,CART_ABANDON,4052,DROPPED,2024-12-18 13:30:00,INSUFFICIENT_FUNDS,1,0.05,24,
EVT_1212,CUST_143,CART_ABANDON,2421,DROPPED,2024-11-12 05:45:00,INSUFFICIENT_FUNDS,2,0.3,24,
EVT_1213,CUST_144,CART_ABANDON,4178,DROPPED,2024-11-27 08:30:00,HIGH_SHIPPING_COST,3,0.3,2,
EVT_1214,CUST_145,UPI_PAYMENT_FAIL,199,FAILED,2024-12-19 18:40:00,NETWORK_TIMEOUT,3,0.05,2,
EVT_1215,CUST_145,CART_ABANDON,3453,DROPPED,2024-09-11 08:25:00,CARD_EXPIRED,1,0.07,48,
EVT_1216,CUST_146,UPI_PAYMENT_FAIL,1753,FAILED,2024-09-10 07:45:00,CARD_EXPIRED,2,0.24,48,
EVT_1217,CUST_146,UPI_PAYMENT_FAIL,2030,FAILED,2024-12-01 10:35:00,HIGH_SHIPPING_COST,1,0.0,2,
EVT_1218,CUST_147,CART_ABANDON,4398,DROPPED,2024-11-06 12:50:00,NETWORK_TIMEOUT,3,0.25,2,
EVT_1219,CUST_147,UPI_PAYMENT_FAIL,1999,FAILED,2024-11-09 12:05:00,CARD_EXPIRED,3,0.2,48,
EVT_1220,CUST_148,CART_ABANDON,662,DROPPED,2024-11-02 23:10:00,HIGH_SHIPPING_COST,1,0.27,2,
EVT_1221,CUST_149,CART_ABANDON,2807,DROPPED,2024-09-20 22:30:00,HIGH_SHIPPING_COST,3,0.3,2,
EVT_1222,CUST_150,CART_ABANDON,1557,DROPPED,2024-08-18 10:00:00,NETWORK_TIMEOUT,3,0.24,2,
